gene,length,low-mg1,low-mg2,ns1,ns2
gspK,984,4.60197,5.74393,2.42482,3.2396
gspL,1164,5.60017,5.69351,4.20824,5.50094
gspM,462,2.48256,3.23875,2.28066,2.92911
gspO,678,10.5861,10.3784,4.14706,5.7178
bfr,477,106.279,73.0774,35.1351,49.7899
bfd,195,30.974,29.758,45.1522,68.5143
chiA,2694,7.03429,7.02517,5.24288,6.36425
tufA,1185,1708.44,1298.42,7639.53,6723.13
fusA,2115,1504.68,1290.85,5483.92,4893.2
rpsG,540,1322.81,1215.37,3905.4,3402.11
rpsL,375,3064.64,2532.52,9419.52,7914.71
tusB,288,25.432,23.8426,34.015,40.2096
tusC,360,23.1401,20.5399,25.6987,34.4734
tusD,387,27.0791,22.0744,41.0818,49.2769
yheO,723,86.8262,67.5614,138.313,146.291
fkpA,813,116.804,100.868,189.89,198.098
slyX,219,51.7315,54.1942,32.7983,30.5804
slyD,591,577.365,437.122,932.743,857.537
yheV,201,120.777,93.5448,65.0942,59.2389
kefB,1806,43.6666,42.6228,10.4351,11.0664
kefG,555,107.908,100.551,34.6827,27.7874
yheS,1914,25.2854,21.9302,80.256,83.8576
yheT,1023,9.51741,9.23557,30.3957,32.3048
yheU,219,22.9591,16.6012,48.4546,51.3703
prkB,870,25.9471,19.5717,47.9162,61.2433
yhfA,405,73.6483,59.2991,117.719,158.568
crp,633,259.204,176.288,536.657,720.366
yhfK,2103,13.9038,13.5152,33.2672,37.6884
argD,1221,28.0593,42.4899,62.9362,47.8302
pabA,564,20.0859,22.9747,21.7597,19.4378
fic,603,18.1725,14.0584,7.32602,11.7549
yhfG,168,22.8946,21.7198,14.1328,21.8713
ppiA,573,100.716,87.6048,194.475,201.754
tsgA,1182,67.4659,74.0481,61.6956,44.1696
nirB,2544,9.14094,6.53553,28.2929,225.157
nirD,327,9.18039,6.5912,13.184,166.036
nirC,807,3.22579,3.30185,5.60084,65.459
cysG,1374,35.9456,33.2926,48.1255,138.354
yhfL,168,6.32236,6.64115,3.1241,6.60859
frlA,1338,1.02769,0.748887,0.61962,0.754656
frlB,1023,1.99202,1.73391,1.98874,2.51894
frlC,831,1.53718,2.26674,1.51091,2.58885
frlD,786,8.92765,9.24639,6.64478,8.10928
frlR,732,18.8836,17.1693,23.8382,27.9703
yhfS,1086,4.40843,3.91005,2.77552,4.37894
yhfT,1305,2.39241,2.50771,2.04059,3.35959
yhfU,354,4.19548,4.01674,4.3201,5.69287
php,879,8.40728,7.98695,1.34279,2.14547
yhfW,1227,1.17331,1.22862,0.757522,1.64574
yhfX,1164,0.541952,0.489594,0.431615,0.798892
yhfY,363,0.266853,0.454927,1.24326,1.60719
yhfZ,906,1.39222,1.91701,5.48845,9.58708
trpS,1005,66.0115,48.6227,211.604,226.558
gph,759,43.1141,33.8692,130.207,141.286
rpe,678,66.926,41.6761,182.063,189.432
dam,837,35.218,28.4552,89.0755,97.926
damX,1287,129.978,108.646,404.119,403.376
aroB,1089,115.566,100.554,254.875,272.187
aroK,522,177.213,151.011,397.41,409.248
hofQ,1239,3.0942,3.44986,2.00727,3.10951
hofP,405,1.19624,1.51817,0.86695,1.17894
hofO,441,0.732537,0.728478,0.625695,0.421135
hofN,540,2.12463,2.4487,2.37009,1.7695
hofM,780,5.99058,5.60695,3.99174,5.41367
mrcA,2553,52.6747,53.3139,48.147,45.8014
nudE,561,76.5956,78.868,55.3383,48.8303
igaA,2136,37.272,38.5635,32.6711,36.982
yrfG,669,53.7381,43.0048,88.0705,78.8622
hslR,402,33.1816,23.5355,53.5272,51.0719
hslO,879,52.2834,41.5552,87.7669,88.9915
yhgE,1725,6.34994,6.15618,7.06469,9.25933
pck,1623,112.107,80.0379,248.072,305.477
envZ,1353,21.5217,19.6902,27.1469,37.5505
ompR,720,109.147,85.3358,101.438,146.273
greB,477,26.7221,25.8283,29.0338,34.7695
yhgF,2322,31.7579,28.5533,127.623,122.805
feoA,228,187.482,140.083,802.224,2395.92
feoB,2322,54.2121,39.6974,103.12,714.667
feoC,237,24.2836,20.8345,27.9937,302.564
rpnA,879,6.6228,5.5825,5.65685,7.82642
bioH,771,22.0398,20.1748,32.0131,31.724
yhgH,684,31.3619,26.9274,68.1575,80.435
nfuA,576,230.294,196.317,295.86,163.652
gntT,1317,9.17545,11.0074,10.3199,13.3967
malQ,2085,14.1247,13.4555,17.5244,28.4146
malP,2394,12.4173,8.76942,35.8175,55.4484
malT,2706,14.8255,12.2345,102.387,167.183
rtcA,1017,5.56599,5.97343,4.42076,6.63486
rtcB,1227,3.91544,3.51354,4.23803,5.34865
rtcR,1599,5.83819,6.94572,4.85546,5.78369
glpG,831,66.1378,64.8729,74.7296,77.7935
glpE,327,111.448,101.14,117.966,103.448
glpD,1506,1504.48,1160.47,2261.19,2115.41
yzgL,282,87.9816,85.6248,122.51,141.885
glgP,2448,42.9351,38.1396,60.8058,82.6959
glgA,1434,59.7134,41.6516,91.1578,136.553
glgC,1296,49.3161,31.6561,96.2823,156.618
glgX,1974,19.6482,16.9227,40.1119,66.3783
glgB,2187,52.0596,32.3459,103.473,167.656
yhgO,42,31.6252,20.5387,54.9606,108.222
yhgP,30,0.522228,0.890287,1.62204,3.43119
asd,1104,176.19,120.886,791.834,925.439
yhgN,594,19.9166,17.7653,18.1273,19.5304
gntU,1341,7.05709,5.79261,6.38843,7.31172
gntK,528,5.35555,5.04328,7.84188,11.9135
gntR,996,93.0425,80.8682,54.9987,72.6804
yhhW,696,19.4408,16.7494,18.6488,30.0253
yhhX,1038,36.4293,26.3859,55.7034,84.2539
ryhB,95,6.40818,7.28304,12.5708,22.9907
yhhY,489,12.1914,8.12947,25.0902,37.4997
yhhZ,1179,0.0548782,0.311852,0.29829,0.360565
insA6,276,19.3817,21.0063,13.9644,17.2585
insB6,504,55.1127,51.9401,59.0524,46.0303
yrhD,156,0.721806,0.64456,0,0.169374
yrhB,285,1.86797,1.80133,1.40652,0.929779
ggt,1743,12.9401,7.7701,9.05327,8.64535
yhhA,441,14.431,11.614,7.39457,11.3105
ugpQ,744,42.2437,34.1559,25.8502,25.0569
ugpC,1071,40.8351,36.6784,15.432,12.9734
ugpE,846,24.7328,24.6772,6.85679,4.20695
ugpA,888,37.7684,36.9331,6.39144,3.67917
ugpB,1317,149.067,118.618,12.7997,8.37295
livF,714,3.26046,3.31959,15.0849,11.5665
livG,768,3.34729,2.97881,34.8516,19.9524
livM,1278,3.86057,3.47414,29.3285,19.2109
livH,927,4.20427,4.10415,32.1855,18.9695
livK,1110,5.40607,4.89377,57.3209,37.1709
panZ,384,51.4266,45.7353,33.435,50.0062
livJ,1104,18.079,16.7591,92.8986,55.1808
rpoH,855,379.479,344.492,232.178,293.254
ftsX,1059,57.9752,59.8844,63.8975,83.7137
ftsE,669,64.2247,66.9102,67.8447,86.6016
ftsY,1494,41.3877,41.5676,52.957,62.0769
rsmD,597,21.2245,18.63,41.328,47.8028
yhhL,270,11.0516,8.62253,24.2138,28.3579
yhhM,360,21.2566,18.9599,23.679,29.7591
yhhN,627,29.2589,26.1193,41.7958,65.1666
zntA,2199,144.414,124.994,22.7417,29.8431
tusA,246,105.262,89.5009,44.2776,48.1234
yhhQ,666,43.7615,45.4465,20.9953,21.369
dcrB,558,344.604,286.011,208.149,237.755
yhhS,1218,23.9981,27.4932,21.7591,29.4494
yhhT,1050,8.3795,5.89967,7.03294,9.79161
acpT,588,40.349,39.1726,57.1554,63.7478
nikA,1575,2.23935,2.06058,20.3398,126.142
nikB,945,2.78945,2.38257,7.36174,70.78
nikC,834,1.24084,1.54245,2.77009,33.8208
nikD,765,2.30367,2.22184,3.70887,35.5482
nikE,807,3.48626,3.13106,6.72101,59.0744
nikR,402,34.8286,21.9832,42.4849,80.237
rhsB,4236,6.21626,6.5707,4.36966,5.38174
yhhH,384,0.168198,0.406217,0.0653027,0.345347
yhhI,1137,1.98131,2.02203,1.26353,2.63363
yhhJ,1125,9.25912,8.88099,16.0093,27.9142
rbbA,2736,24.9668,19.653,35.6226,67.2128
yhiI,1068,69.8599,65.6539,59.1262,114.128
yhiY,114,307.874,255.91,318.751,447.897
yhiJ,1623,0.867272,1.06498,0.928875,1.09707
yhiM,1053,4.79221,3.7008,2.88627,4.49082
yhiN,1203,13.0696,13.3868,18.4594,25.4874
pitA,1500,176.537,160.874,276.993,436.061
uspB,336,75.3248,54.7337,34.4671,46.6341
uspA,435,671.29,373.914,1164.93,2197.23
yriA,75,2.60186,3.67177,0,0.349891
yriB,54,33.7867,29.3831,0.914238,0.966971
dtpB,1470,19.6118,16.4293,5.24708,13.7207
rsmJ,753,6.89217,7.00343,8.10265,11.3209
prlC,2043,34.3582,24.1738,61.1073,79.3067
rlmJ,843,37.3653,32.4494,100.983,107.375
gor,1353,60.4759,43.525,122.403,142.582
dinQ,84,69.8987,56.6048,106.186,107.305
agrA,82,44.1361,57.5815,25.8195,28.1108
agrB,82,500.831,495.948,370.387,439.967
arsR,354,3.14661,3.65394,5.3116,4.19475
arsB,1290,5.85616,5.4157400000000004,5.68655,5.95275
arsC,426,5.80077,5.34311,6.12347,7.59763
insH11,981,177.589,179.409,106.721,133.379
slp,567,99.8136,57.854,10.933,20.1779
dctR,531,16.2195,10.1161,2.45745,3.49891
yhiD,648,29.4347,18.9663,4.60993,5.90016
hdeB,327,412.673,206.992,75.348,126.148
hdeA,333,1221.74,625.327,289.354,397.442
hdeD,573,110.052,56.0633,30.4414,52.6738
arrS,70,138.177,79.0391,17.7053,34.0823
gadE,528,53.7698,25.7207,6.93888,16.2365
gadF,91,102.941,43.1983,14.4837,29.1931
mdtE,1158,15.9097,10.1998,5.27127,9.36101
mdtF,3114,15.212,12.6314,6.75553,9.89399
gadW,729,177.415,117.226,40.7431,30.2344
gadY,106,18.156,16.3358,4.46439,6.21301
gadX,825,30.6926,23.0214,12.236,14.8411
gadA,1401,115.576,48.9042,15.8575,25.7998
ccp,1398,3.20541,3.69563,2.03073,8.4584
treF,1650,17.6011,12.359,6.8526300000000004,8.85853
yhjB,603,10.1316,7.11296,3.70463,3.39
rcdB,900,3.79123,3.9004,8.17589,10.8315
yhjD,1014,14.5303,11.0758,12.2612,19.0465
yhjE,1323,12.1785,9.69296,25.8252,21.5907
yhjG,2061,39.3578,32.4842,35.5786,52.6804
pdeH,768,84.019,71.5274,471.935,582.458
kdgK,930,25.04,19.7925,42.5597,60.9809
yhjJ,1497,77.2926,56.1313,49.6286,55.4201
dctA,1287,13.1096,13.2209,88.1516,99.595
pdeK,1989,12.9269,11.8023,17.0053,18.534
bcsC,3474,7.36545,7.24057,7.78484,9.06031
bcsZ,1107,4.77782,4.98175,3.81208,3.98395
bcsB,2340,4.82699,5.00655,5.10134,5.27063
bcsA,2619,5.54877,6.06403,2.57173,3.87711
yhjR,189,65.9492,54.3747,57.2963,65.9194
bcsE,1572,31.9768,28.5113,32.4619,49.9376
bcsF,192,7.1299,7.29297,11.9846,16.947
bcsG,1680,12.6354,10.9947,20.1312,34.4537
ldrD,108,21.2389,18.9901,22.143,39.5216
rdlD,64,0.747188,3.25525,0.386793,2.04551
yhjV,1272,7.77025,7.90605,21.2903,19.9699
dppF,1005,7.62785,6.16145,123.658,79.6122
dppD,984,7.41246,6.22026,244.218,171.267
dppC,903,5.08595,4.35558,120.479,90.5706
dppB,1020,5.97775,5.02781,177.173,119.285
dppA,1608,35.8595,28.9025,862.204,642.531
proK,77,11.4165,14.5085,6.76888,7.1593
eptB,1692,33.7073,30.9679,20.3449,23.8901
yhjX,1209,12.3358,10.5682,7.81258,8.37309
yhjY,699,31.083,22.4471,14.4384,19.298
tag,564,16.1318,13.4982,22.0267,32.8513
yiaC,441,7.61839,7.24315,6.99641,13.7771
bisC,2334,13.3742,11.9103,24.9908,30.5093
yiaD,660,27.9206,28.2948,69.2249,63.7235
ghrB,975,81.5923,58.6854,180.009,204.887
yiaF,711,134.879,111.39,169.917,224.535
yiaG,291,167.712,94.7058,26.0887,33.9682
cspA,213,1956.08,2285.08,3642.59,4865.66
ysaE,72,3.99183,7.68736,0.68881,1.45708
hokA,153,17.0301,17.6824,3.10188,7.25228
insJ,522,10.4316,11.0994,3.70153,5.89797
insK,852,3.18847,4.18459,1.32634,1.77694
glyS,2070,107.891,86.0083,436.123,410.11
glyQ,912,120.682,97.9312,400.034,387.953
ysaB,300,5.59357,4.85961,5.51277,4.32888
wecH,996,3.73469,3.01733,3.05128,3.38731
yiaA,438,1.58572,1.44596,0.28635,0.242293
yiaB,342,1.51035,2.01158,0.879588,0.852795
xylB,1455,6.82699,6.67858,6.38899,9.36919
xylA,1323,3.36253,3.68958,3.07623,4.53907
xylF,993,1.54725,1.56412,0.657626,0.561796
xylG,1542,6.19025,6.00987,1.28722,1.44764
xylH,1182,2.16219,2.82288,1.61518,2.74234
xylR,1179,9.17838,6.9465,13.5722,15.5494
bax,825,260.632,256.465,138.096,157.812
baxL,27,6.93817,3.9427,2.69374,1.89941
malS,2031,6.89948,5.92181,5.76573,7.10595
avtA,1254,35.4741,33.4852,227.015,190.38
ysaA,474,9.71344,11.64,27.2058,46.5774
plaR,849,29.6165,22.7934,37.8898,39.0429
yiaK,999,0.938966,1.13155,0.955379,1.01048
yiaL,468,0.379701,0.294231,0.214427,0.340192
yiaM,474,0.272658,0.309882,0.211718,0.0559825
yiaN,1278,0.594907,0.76244,0.786288,0.540566
yiaO,987,0.475185,0.4097,0.279916,0.726696
lyxK,1497,1.11313,1.12385,1.05736,1.47337
sgbH,663,0.658291,0.720453,0.681548,1.20143
sgbU,861,1.54003,1.08859,1.89582,1.75838
sgbE,696,4.64536,4.7648,2.48891,3.96777
yiaT,741,1.61454,1.87216,1.0165,1.0393
yiaU,975,6.23677,5.32561,8.34617,7.90122
yiaV,1137,2.4184,2.2797,1.87788,2.73394
yiaW,324,0.747188,0.594438,0.618869,0.245462
aldB,1539,5.37183,3.5544,1.81215,2.72824
yiaY,1152,0.716082,0.925548,0.545133,0.576576
selB,1845,22.9331,17.4175,58.2369,95.9231
selA,1392,20.6286,17.0982,51.348,90.5225
yibF,609,23.3017,17.8714,37.6711,45.6854
rhsA,4134,4.99201,6.11095,2.22125,3.49069
yibA,843,3.31838,2.52881,2.80013,3.65478
yibG,462,0.349656,0.49674,0.488713,0.689202
yibV,336,0.528427,0.464076,0.447624,0.710164
yibH,1137,2.64602,2.36862,1.25929,2.17313
yibI,363,1.91245,1.46588,1.51954,2.04551
mtlA,1914,15.0478,13.7154,31.9948,46.2959
mtlD,1149,38.0936,35.7426,46.4135,57.8312
mtlR,588,23.7202,24.4751,19.9766,25.9596
yibT,210,79.0272,55.721,23.3542,52.1752
yibL,363,40.2058,32.7042,96.0766,121.416
lldP,1656,10.7667,9.63824,14.8391,6.05013
lldR,777,6.67955,6.52724,20.0357,7.28024
lldD,1191,11.4899,9.14561,25.5212,12.3143
trmL,474,28.1519,26.9598,46.2075,44.1142
cysE,822,61.5106,55.399,113.03,106.625
gpsA,1020,57.2564,51.3053,265.476,273.131
secB,468,134.828,98.3125,432.177,487.325
grxC,252,216.537,135.413,590.876,647.029
yibN,432,143.795,123.207,336.305,320.206
gpmM,1545,300.838,206.046,451.93,946.327
envC,1260,39.6575,38.3087,76.8602,91.3734
yibQ,960,25.9935,24.6408,47.8762,47.2342
waaH,1035,9.64156,9.11971,2.0385,2.4641
tdh,1026,163.877,103.176,87.7139,126.615
kbl,1197,149.783,101.373,78.8034,117.221
htrL,858,17.6402,16.3109,21.5708,25.7868
rfaD,933,156.188,107.254,340.434,364.34
waaF,1047,60.2147,48.0523,109.538,120.424
waaC,960,34.804,32.0408,55.5678,62.9235
waaL,1260,27.1016,22.2659,67.8483,56.5785
yibX,243,0,0,0,0
yibY,111,0,0,0,0
waaU,1074,13.5536,11.6985,24.9778,26.5422
waaZ,852,9.98295,8.84373,15.9161,18.3305
waaY,699,17.3223,12.9189,25.6803,27.2375
waaJ,1017,13.4697,13.0223,17.9794,18.2851
waaO,1020,13.8265,11.9298,19.8227,18.6741
waaB,1080,17.0727,15.7185,17.9782,19.5317
waaS,936,10.021,11.0553,13.0403,13.7357
waaP,798,14.3655,13.4368,14.2542,16.1747
waaG,1125,24.1542,22.7867,27.1288,30.8662
waaQ,1035,44.1762,38.8942,48.5358,57.1875
rirA,73,14.2201,12.1833,10.5323,15.8113
waaA,1278,51.9468,40.1216,58.5981,53.1834
coaD,480,34.9697,32.2465,33.9228,29.6323
mutM,810,14.4923,13.4988,18.7864,21.4111
rpmG,168,74.3356,102.775,95.0618,111.717
rpmB,237,3066.2,2939.55,7364.78,6205.81
yicR,669,55.0429,46.1217,165.071,182.887
dfp,1221,68.4392,56.455,100.011,102.602
dut,459,80.9806,66.8573,163.584,148.682
slmA,597,73.3652,61.5206,127.347,130.78
pyrE,642,24.699,26.1395,13.9588,8.60198
rph,687,56.7088,61.9504,91.6132,85.8819
yicC,864,76.1916,60.3347,108.646,115.651
dinD,825,6.50699,4.98963,7.48768,7.91956
yicG,618,6.11994,4.90449,7.06725,5.84244
ligB,1683,2.98017,3.03741,3.03072,4.2951
gmk,624,258.559,230.226,236.21,269.065
rpoZ,276,116.129,165.826,57.5442,91.0069
spoT,2109,90.9043,91.1417,159.19,165.247
trmH,690,27.4347,26.4539,72.7686,72.8097
recG,2082,24.9947,23.1559,59.2148,49.5578
gltS,1206,51.7997,50.3731,14.2267,23.7497
xanP,1392,223.567,271.941,234.324,190.303
yicH,1710,24.1464,20.0392,29.6526,52.9813
yicI,2319,3.81699,3.44986,4.25889,5.77682
yicJ,1383,1.94175,1.80802,2.19807,2.6707
selC,95,63.7445,73.6929,16.4991,25.7607
setC,1185,3.65824,3.87067,0.169589,0.470848
yicL,924,14.8764,13.4265,17.4768,21.0721
yicU,60,0,0,0,0
nlpA,819,20.1376,16.0545,37.8043,86.7473
yicS,294,5.43294,5.80045,2.55677,2.6141
nepI,1191,12.4949,13.3287,10.1663,8.20952
yicN,453,21.1456,19.7367,21.4312,23.7802
adeQ,1335,1.34505,1.41162,0.621011,0.656831
adeD,1767,5.93355,5.83823,12.9547,12.9198
uhpT,1392,1.72002,1.93503,3.86238,6.12773
uhpC,1320,6.76485,7.95305,4.11096,5.3747
uhpB,1503,15.1342,19.0232,8.50868,11.3687
uhpA,591,42.4963,45.1435,38.0945,47.7483
ilvN,291,2.1068,1.63829,19.1145,31.8736
ilvB,1689,4.70345,3.86493,29.5302,55.6537
ivbL,99,27.6833,23.3671,97.2978,187.471
istR,140,5.97044,5.28489,2.49632,3.77187
tisB,90,313.819,239.797,195.054,203.967
ysdE,75,3.19521,3.63143,0,1.04967
emrD,1185,53.4949,58.9288,15.5386,25.4482
yidF,498,7.39701,10.6192,7.91027,13.4824
yidG,363,11.9194,11.8534,7.45958,9.20482
yidH,348,6.95805,7.43351,4.10621,5.18119
yidI,450,8.22017,8.03693,8.41768,11.5565
yidJ,1494,1.97084,1.80916,1.4799,2.49019
yidK,1716,1.7726,1.59132,1.18606,1.37837
yidL,894,2.60472,2.02495,1.17983,1.42615
glvG,639,5.64088,4.71481,4.47834,4.1965
glvB,486,2.09427,1.60569,1.34226,0.928252
glvC,1107,1.41727,1.54434,1.15724,0.719992
yidP,717,0.901898,1.26847,0.385177,0.96293
yidE,1662,16.0528,16.5461,9.721,15.3826
ibpB,429,8.13219,7.16715,6.13922,6.43148
ibpA,414,64.6783,53.513,23.9905,32.4226
yidQ,333,107.313,81.9979,85.0597,97.609
yidR,1248,27.4398,22.3546,26.0071,30.9136
cbrA,1065,1.33643,1.39807,1.65095,1.37199
dgoT,1293,2.45213,2.38167,1.4572,1.9728
dgoD,1149,2.88588,2.83189,2.16436,3.26037
dgoA,618,3.03382,2.09555,2.84315,4.9403
dgoK,879,4.36001,4.0562,4.22835,7.55446
dgoR,690,10.7068,9.33277,16.0455,28.3234
yidX,657,14.7129,11.7302,10.1636,13.902
yidA,813,41.2284,34.4478,119.561,128.973
yidB,399,6.03043,6.57774,4.46263,3.98875
gyrB,2415,101.53,89.7421,246.067,232.963
recF,1074,19.8184,24.7064,30.4505,33.5179
dnaN,1101,112.457,112.583,120.301,150.743
dnaA,1404,216.922,226.985,159.922,221.232
ysdD,81,10.2662,9.4240100000000009,7.3585,8.10722
rpmH,141,2374.66,2155.95,4334.79,3926.02
rnpA,360,162.743,179.431,669.838,624.573
yidD,258,48.0047,61.2717,243.359,233.268
yidC,1647,125.505,137.794,591.757,491.575
mnmE,1365,30.2923,27.8818,67.4184,63.6565
tnaC,75,0.213014,0.363143,0,0
tnaA,1416,4.03299,6.1807,3.15822,4.39129
tnaB,1248,1.7239,2.02554,0.724656,1.00065
mdtL,1176,2.10444,2.15726,3.67404,3.47929
yidZ,960,10.6299,10.6164,14.9384,16.7962
yieE,750,31.171,30.2939,29.9623,36.0103
yieF,567,73.5064,48.3628,70.0688,73.1272
adeP,1338,115.79,134.868,340.228,269.094
yieH,666,19.3444,19.6268,26.8378,26.8708
cbrB,468,8.80216,6.47309,5.95035,10.0357
cbrC,588,8.54805,7.35658,3.32944,4.33413
yieK,723,5.1653,4.5744,2.32664,3.23214
yieL,1170,1.56222,1.61052,1.52438,1.54418
bglH,1617,1.82102,2.09806,0.621546,0.640962
bglB,1413,1.04187,0.904348,1.06683,1.2412
bglF,1878,14.9484,15.8337,7.76056,8.22234
bglG,837,0.927298,1.06487,0.48003,0.41252
phoU,726,191.998,136.805,46.6865,53.0005
pstB,774,195.021,148.939,51.4185,54.1784
pstA,891,125.738,136.004,22.3794,21.9709
pstC,960,212.715,201.731,22.5515,21.9153
pstS,1041,470.913,459.893,26.6616,24.9839
glmS,1830,143.792,121.409,399.134,481.453
glmU,1371,125.595,107.68,386.799,461.033
atpC,420,850.138,587.203,2344.97,2038.91
atpD,1383,757.249,525.994,2253.44,1763.41
atpG,864,572.12,440.295,1246.64,948.693
atpA,1542,1044.91,738.349,2716.38,1811.53
atpH,534,608.83,535.453,1109.71,799.739
atpF,471,925.247,694.631,1709.73,1224.8
atpE,240,1393.74,1149.15,1887.08,1580.61
atpB,816,503.486,498.525,533.727,535.349
atpI,381,358.067,404.88,186.653,223.175
rsmG,624,22.0171,21.3873,47.95,57.4381
mnmG,1890,72.8209,84.3778,111.907,127.193
mioC,444,209.112,213.183,161.075,168.155
asnC,459,17.456,14.5794,23.7205,21.3312
asnA,993,17.3943,17.6218,287.964,226.243
viaA,1452,9.23657,8.85773,16.3515,35.7789
ravA,1497,9.31574,8.21703,23.0604,66.6922
kup,1869,13.2369,11.9743,22.6005,29.7628
rbsD,420,16.4198,12.9582,155.925,213.049
rbsA,1506,2.07332,2.19766,20.7205,29.2562
rbsC,966,4.3528,3.82446,28.2875,38.2513
rbsB,891,17.4958,15.7281,82.8375,110.242
rbsK,930,15.8065,14.1799,53.8207,72.2917
rbsR,993,6.6613,6.16394,11.9637,14.2857
hsrA,1428,8.34944,6.63738,11.4008,19.9298
yieP,693,21.5543,16.9941,75.5696,116.674
rrsC,1542,131.523,179.149,260.126,95.8276
gltU,76,3357.66,4896.41,662.006,743.877
rrlC,2904,230.441,347.033,399.361,290.843
rrfC,120,2.0589,3.46646,0.863092,0.470055
aspT,77,751.132,985.933,328.129,362.17
trpT,76,71.0637,75.9866,26.7741,23.1382
hdfR,840,29.8949,28.9334,22.6304,29.9749
maoP,339,989.581,673.9,720.158,806.432
yifB,1521,11.6578,12.2762,6.47535,6.97115
ilvL,99,36.7492,56.7617,68.8879,124.981
ilvX,51,21.793,16.2763,58.986,143.697
ilvM,264,3.36,3.50627,9.29763,14.6505
ilvE,930,16.6238,12.8261,88.9811,112.536
ilvD,1851,13.8089,11.334,49.3328,76.1501
ilvA,1545,16.4823,15.7512,42.4284,56.2622
ilvY,894,21.091,20.157,29.4676,33.9898
ilvC,1476,7.267,5.60573,18.4689,30.1565
ppiC,282,52.9148,61.9594,89.1948,80.1509
rep,2022,17.5655,16.8531,30.411,31.7576
gpp,1485,55.3762,55.4516,137.771,160.749
rhlB,1266,134.1,121.193,375.814,422.571
trxA,330,629.907,481.327,1202.77,1281.94
rhoL,102,883.955,798.046,1675.45,1921.06
rho,1260,269.45,235.55,988.376,935.665
rfe,1104,58.8813,52.7751,124.092,143.691
wzzE,1047,50.5136,45.7348,99.9665,120.119
wecB,1131,30.19,29.2161,97.4124,105.333
wecC,1263,21.8757,19.1489,107.468,104.642
rffG,1068,13.3268,11.1876,77.5413,67.3623
rffH,882,9.93712,9.44968,43.1934,41.6629
rffC,675,12.2855,10.7783,54.9321,50.7661
wecE,1131,17.6192,15.2298,64.6973,60.7944
wzxE,1251,8.48245,8.58975,23.2338,23.4695
wecF,1080,9.40494,9.49749,29.8861,29.027
wzyE,1353,6.68367,5.68013,26.6456,25.1777
rffM,741,6.8509,6.60836,22.397,22.6854
yifK,1386,30.9308,26.7897,132.759,94.3267
argX,77,247.402,304.421,247.225,274.099
hisR,77,142.173,156.748,147.948,175.914
leuT,87,312.905,586.072,162.752,169.031
proM,77,35.7026,47.4182,41.9026,45.3422
aslB,1236,4.81615,5.63728,2.41863,2.62262
aslA,1656,4.50402,4.61925,3.53529,4.38113
glmZ,172,457.505,514.329,429.586,540.288
hemY,1197,43.2024,37.9888,82.9797,123.369
hemX,1182,38.55,31.6893,72.4281,108.12
hemD,741,22.8872,20.4698,47.403,68.1278
hemC,942,52.5501,45.5201,125.494,173.17
cyaA,2547,102.313,87.8189,186.608,224.892
cyaY,321,17.1377,17.8522,29.6581,30.8773
yzcX,486,14.1657,12.6972,24.6849,24.5226
yifL,204,48.3303,52.595,115.161,157.734
dapF,825,36.984,32.3546,88.5129,112.741
yigA,708,47.7909,40.0943,118.261,166.451
xerC,897,36.9933,31.8709,79.7362,120.817
yigB,717,25.4561,20.2443,64.8498,93.6265
uvrD,2163,34.2335,33.8269,55.4648,67.2288
yigE,765,2.9377,3.42284,2.29753,3.12435
ysgD,57,672.405,446.658,188.562,206.773
corA,951,229.436,140.855,48.2232,54.6079
yigF,381,16.5705,8.9588,1.97447,4.59438
yigG,381,0.805216,0.915147,0.263262,0.904953
rarD,891,10.3269,10.7982,20.9137,12.0736
yigI,468,29.2025,29.5408,25.7312,10.6027
pldA,870,53.6786,41.3086,80.8802,79.3782
recQ,1830,28.7089,28.4581,55.7206,51.8037
rhtC,621,18.0631,18.843,27.5264,34.3298
rhtB,621,7.75618,7.75017,13.9855,17.1863
pldB,1023,57.7368,47.0852,75.351,77.4379
yigL,801,50.6262,39.9186,68.0891,68.7339
bioP,900,10.619,10.9253,24.9373,23.1007
metR,954,10.1203,10.7408,11.7236,9.25241
metE,2262,8.57742,6.76862,280.19,264.73
ysgA,816,29.2077,18.8835,32.6809,42.3449
udp,762,67.7056,47.2039,137.208,308.331
rmuC,1428,6.85402,6.62451,11.5943,15.7243
ubiE,756,107.763,83.2706,246.533,248.985
ubiJ,606,48.4072,45.6193,79.5252,90.2453
esrE,252,0,0,0,0
ubiB,1641,24.1456,24.2373,50.0381,66.8517
tatA,270,92.8333,78.3836,121.533,173.189
tatB,516,78.9413,73.8284,117.587,162.791
tatC,777,64.2153,74.2238,92.7135,133.813
tatD,783,118.61,101.736,42.1698,39.1074
rfaH,489,56.4635,60.4172,49.4622,48.0279
ubiD,1494,89.0562,84.2489,148.159,160.155
fre,702,132.921,113.733,183.895,188.827
fadA,1164,6.79524,7.29653,4.98515,2.96731
fadB,2190,4.66978,4.08126,7.21773,2.23317
pepQ,1332,71.1081,52.941,202.886,245.31
yigZ,615,34.3229,29.0177,65.017,87.6317
trkH,1452,24.7349,26.3643,38.1536,51.8291
hemG,546,37.2615,31.1812,65.7725,82.1571
rrsA,1542,112.522,159.333,218.344,109.699
ileT,77,1397.93,1838.04,157.941,171.823
alaT,76,1329.58,1913.78,100.118,117.871
